method,query_id,subset,question,expected_file,expected_line,gold_hit_at_20,gold_rank,reciprocal_rank_at_20,kg_candidate_pool_contains_gold_before_rerank,kg_rank_before_rerank,kg_rank_after_rerank_full,kg_pool_size
Vector-only,L045-Q1,v2,"The system has encountered an issue where it fails to automatically create the specified topic, leading to potential disruptions in message processing.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,True,1,1.0,True,1,1,76
Vector-only,L045-Q2,v2,"Hey, it looks like we can't seem to create the topic automatically anymore. What's going on with that?",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,True,1,1.0,True,1,1,76
Vector-only,L045-Q3,v2,"Can we investigate the underlying cause of the auto topic creation failure, specifically related to the error reported for ${topicResult.name}?",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,True,2,0.5,True,2,2,76
Vector-only,L046-Q1,v2,"The broker encountered an error while attempting to send a heartbeat request, what could be causing this disruption?",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,True,4,0.25,True,4,4,50
Vector-only,L046-Q2,v2,"Hey, why did the broker's heartbeat request fail? Is something wrong with its connection?",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,True,1,1.0,True,1,1,105
Vector-only,L046-Q3,v2,Investigate the reason behind the broker's heartbeat request failure due to the reported error code.,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,True,1,1.0,True,1,1,55
Vector-only,L047-Q1,v2,"Has there been an increase in error messages related to unsupported quota entities, indicating potential misconfigurations in quota management?",core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,True,1,1.0,True,1,1,91
Vector-only,L047-Q2,v2,Looks like we're ignoring some unsupported quota entities—could this be affecting our overall system performance?,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,True,1,1.0,True,1,1,145
Vector-only,L047-Q3,v2,Could the system's inability to recognize certain quota entities be leading to unexpected resource allocation issues?,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,True,4,0.25,True,4,4,126
Vector-only,L048-Q1,v2,"The system is unable to create new topics due to a version mismatch error, which is preventing resource allocation.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,True,1,1.0,True,1,1,158
Vector-only,L048-Q2,v2,"Hey, why can’t we set up those new topics? There seems to be an issue with version compatibility.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,True,1,1.0,True,1,1,162
Vector-only,L048-Q3,v2,Can we investigate the version settings? It looks like there’s a conflict preventing auto topic creation for the specified keys.,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,True,1,1.0,True,1,1,76
Vector-only,L049-Q1,v2,The system is experiencing unexpected behavior following a metadata version upgrade. What impact could this version change have on cluster performance?,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,True,1,1.0,True,1,1,76
Vector-only,L049-Q2,v2,"After updating the metadata version, are you noticing any disruptions or failures in data processing?",metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,True,1,1.0,True,1,1,61
Vector-only,L049-Q3,v2,Can we verify if the application is maintaining its stability after the metadata version increment?,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,True,1,1.0,True,1,1,125
Vector-only,L050-Q1,v2,We've encountered issues fetching messages from the specified partition; what might be causing this irregularity?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,True,1,1.0,True,1,1,77
Vector-only,L050-Q2,v2,It looks like there are some bad messages in the queue for the given partition. Can we investigate what's going wrong?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,True,1,1.0,True,1,1,215
Vector-only,L050-Q3,v2,The fetch operation for the provided partition is returning invalid messages; could this be linked to a serialization error or data format mismatch?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,True,1,1.0,True,1,1,77
Vector-only,L051-Q1,v3,"During the shutdown process, an unexpected thread error was encountered that seems to be affecting the LogManager functionality. What could be the underlying cause?",core/src/main/scala/kafka/log/LogManager.scala,689,True,1,1.0,True,1,1,162
Vector-only,L051-Q2,v3,"Hey team, it looks like we ran into an issue when shutting down the LogManager—any idea why a thread is throwing an error?",core/src/main/scala/kafka/log/LogManager.scala,689,True,1,1.0,True,1,1,101
Vector-only,L051-Q3,v3,Can we investigate the thread error reported during the LogManager shutdown? What steps should we take to diagnose the root cause?,core/src/main/scala/kafka/log/LogManager.scala,689,True,1,1.0,True,1,1,143
Vector-only,L052-Q1,v3,"The application is unable to retrieve the end offset for the specified topic and partition, leading to potential data loss.",core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,False,,0.0,False,,,104
Vector-only,L052-Q2,v3,"Hey, have you noticed that we're getting errors when trying to access the end offset for a topic? It seems like it's throwing a critical issue.",core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,True,13,0.07692307692307693,True,13,13,135
Vector-only,L052-Q3,v3,What causes the system to fail while trying to obtain the EpochEndOffset for a specific topic and partition?,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,True,3,0.3333333333333333,True,3,3,168
Vector-only,L053-Q1,v3,"There seems to be an issue with the leader epoch request for certain partitions, causing potential delays in processing messages.",core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,True,1,1.0,True,1,1,112
Vector-only,L053-Q2,v3,"We're experiencing problems sending requests for leader epochs, which might be affecting the data flow for some of our partitions.",core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,True,1,1.0,True,1,1,138
Vector-only,L053-Q3,v3,Can we confirm if the failure to send leader epoch requests is impacting the availability of specific partitions?,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,True,1,1.0,True,1,1,138
Vector-only,L054-Q1,v3,"The system is unable to process requests from the queue, indicating a version mismatch issue. What could be causing this incompatibility?",core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,True,1,1.0,True,1,1,238
Vector-only,L054-Q2,v3,"Hey, I've noticed that our request processing is hitting a wall because of a version error. Has anyone updated the system recently?",core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,True,1,1.0,True,1,1,204
Vector-only,L054-Q3,v3,Could the unsupported version error suggest a misconfiguration in the application that's attempting to access the request queue?,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,True,1,1.0,True,1,1,157
Vector-only,L055-Q1,v3,"The configuration update failed to process properly, leading to potential issues with the Kafka setup. What might be causing this error?",core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,True,10,0.1,True,10,10,114
Vector-only,L055-Q2,v3,"Hey, it seems like there was a hiccup while trying to change the configuration settings. Any idea what’s going on?",core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,True,1,1.0,True,1,1,73
Vector-only,L055-Q3,v3,Can we investigate why the alterConfigs request is throwing an error on the specified configuration resource?,core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,True,1,1.0,True,1,1,75
Vector-only,L056-Q1,v3,"We're encountering a severe issue where messages are not being processed for the specified topic, causing delays in data flow.",core/src/main/scala/kafka/log/LogManager.scala,1488,True,16,0.0625,True,16,16,334
Vector-only,L056-Q2,v3,"It seems we're having trouble with sending data to the named topic, leaving some messages stuck and unreleased.",core/src/main/scala/kafka/log/LogManager.scala,1488,True,3,0.3333333333333333,True,3,3,265
Vector-only,L056-Q3,v3,"Can we investigate why the flushing operation for the specified topic partition is failing, potentially impacting throughput?",core/src/main/scala/kafka/log/LogManager.scala,1488,True,1,1.0,True,1,1,179
Vector-only,L057-Q1,v3,"The system is failing to establish communication with the broker, leading to repeated retry attempts when sending the heartbeat from node $nodeId.",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,True,1,1.0,True,1,1,72
Vector-only,L057-Q2,v3,"Hey, we've noticed that node $nodeId isn't sending its heartbeat to the broker. It keeps trying, but nothing seems to connect.",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,True,1,1.0,True,1,1,147
Vector-only,L057-Q3,v3,Investigate why the broker heartbeat is not being sent from node $nodeId—could there be a network issue or a configuration problem?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,True,3,0.3333333333333333,True,3,3,78
Vector-only,L058-Q1,v3,"The system encountered an issue while trying to create new topics automatically, resulting in the inability to process the response properly.",core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,True,2,0.5,True,2,2,76
Vector-only,L058-Q2,v3,Why can't we create new topics automatically? The response parsing is failing.,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,True,2,0.5,True,2,2,76
Vector-only,L058-Q3,v3,What diagnostics can we run to determine why the envelope response is not being parsed for auto topic creation?,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,True,1,1.0,True,1,1,76
Vector-only,L059-Q1,v3,"Why is the leader not closing properly after the replica fetcher thread shuts down, and what impact is this having on our message consumption?",core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,True,1,1.0,True,1,1,133
Vector-only,L059-Q2,v3,"Dude, why does it feel like the leader is stuck and won't shut down the fetcher? What's going on?",core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,True,2,0.5,True,2,2,201
Vector-only,L059-Q3,v3,Can we investigate the issue with the leader's inability to close after the fetcher thread termination? What are the implications for our data consistency?,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,True,1,1.0,True,1,1,87
Vector-only,L060-Q1,v3,"We are experiencing issues with the registration process, as the backend is returning an unexpected response type. Could this be affecting user sign-ups?",core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,True,1,1.0,True,1,1,65
Vector-only,L060-Q2,v3,Looks like something's off with the registration responses! Users are getting errors when trying to complete their registrations. What could be causing this?,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,True,3,0.3333333333333333,True,3,3,90
Vector-only,L060-Q3,v3,"Can we investigate the registration response handling? The system seems to be failing to process certain response types correctly, which might indicate a configuration or compatibility issue.",core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,True,1,1.0,True,1,1,87
